target,url
1.12523,https://geektimes.ru/post/87455/
0.879401,https://geektimes.ru/post/87452/
0.706048,https://geektimes.ru/post/87459/
1.31397,https://habrahabr.ru/post/87461/
0.88987,https://habrahabr.ru/post/5754/
0.943896,https://geektimes.ru/post/87460/
1.382564,https://geektimes.ru/post/87462/
1.078529,https://habrahabr.ru/post/87467/
1.525074,https://habrahabr.ru/post/87464/
1.096603,https://habrahabr.ru/post/87471/
1.552547,https://habrahabr.ru/post/87473/
0.849526,https://habrahabr.ru/post/87474/
1.054101,https://geektimes.ru/post/87472/
1.2381280000000001,https://habrahabr.ru/post/87477/
1.000649,https://habrahabr.ru/post/87478/
0.88987,https://habrahabr.ru/post/5755/
0.949498,https://geektimes.ru/post/87488/
0.802824,https://geektimes.ru/post/87491/
1.024227,https://habrahabr.ru/post/87493/
1.039785,https://geektimes.ru/post/87497/
1.239015,https://habrahabr.ru/post/87480/
0.8775229999999999,https://geektimes.ru/post/87500/
1.285721,https://geektimes.ru/post/87494/
1.149775,https://habrahabr.ru/company/oversun-mercury/blog/87503/
0.9217629999999999,https://habrahabr.ru/post/87504/
0.835182,https://geektimes.ru/post/87506/
0.845267,https://habrahabr.ru/post/581/
0.729796,https://geektimes.ru/post/5761/
1.575152,https://geektimes.ru/post/87508/
1.470215,https://habrahabr.ru/post/87511/
1.251686,https://habrahabr.ru/company/izine/blog/87507/
1.180121,https://habrahabr.ru/post/87509/
1.28065,https://geektimes.ru/post/87514/
1.231263,https://geektimes.ru/post/87512/
1.4160979999999999,https://geektimes.ru/post/87518/
0.8472799999999999,https://geektimes.ru/post/87522/
0.786319,https://geektimes.ru/post/87523/
1.162742,https://geektimes.ru/post/87529/
0.785671,https://geektimes.ru/post/5762/
0.7641720000000001,https://geektimes.ru/post/87525/
0.903725,https://geektimes.ru/post/87531/
1.232157,https://habrahabr.ru/post/87532/
1.207292,https://geektimes.ru/post/256366/
1.196942,https://habrahabr.ru/post/87535/
1.232504,https://geektimes.ru/post/87540/
1.027002,https://geektimes.ru/post/87539/
1.189552,https://geektimes.ru/post/87537/
1.135437,https://habrahabr.ru/post/87530/
1.0935540000000001,https://habrahabr.ru/post/87533/
1.037874,https://geektimes.ru/post/5764/
0.8960309999999999,https://habrahabr.ru/post/87541/
1.100636,https://habrahabr.ru/post/87542/
0.828334,https://geektimes.ru/post/87546/
0.924306,https://geektimes.ru/post/87548/
1.199629,https://habrahabr.ru/company/hpe/blog/87545/
1.278308,https://geektimes.ru/post/87553/
1.1586100000000001,https://geektimes.ru/post/87551/
0.8486889999999999,https://geektimes.ru/post/87557/
1.032723,https://habrahabr.ru/company/yandex/blog/87559/
0.9822379999999999,https://habrahabr.ru/post/87562/
0.8303780000000001,https://geektimes.ru/post/5765/
0.78672,https://geektimes.ru/post/87563/
0.942999,https://geektimes.ru/post/87567/
1.239645,https://geektimes.ru/post/87571/
1.037571,https://habrahabr.ru/post/87575/
0.8711190000000001,https://habrahabr.ru/post/87573/
0.848123,https://habrahabr.ru/company/yandex/blog/87577/
1.201378,https://geektimes.ru/post/87581/
0.857834,https://geektimes.ru/post/87572/
0.846244,https://geektimes.ru/post/87578/
0.774882,https://geektimes.ru/post/87579/
0.703635,https://geektimes.ru/post/5766/
0.866215,https://geektimes.ru/post/87585/
1.138978,https://geektimes.ru/post/87584/
0.898274,https://geektimes.ru/post/87587/
1.0776629999999998,https://habrahabr.ru/post/87597/
0.723366,https://geektimes.ru/post/87595/
0.835016,https://geektimes.ru/post/87590/
0.793517,https://habrahabr.ru/post/87588/
1.142833,https://habrahabr.ru/company/izine/blog/87594/
1.1289360000000002,https://habrahabr.ru/post/87600/
1.3750200000000001,https://habrahabr.ru/post/87603/
0.813312,https://geektimes.ru/post/5769/
0.9983069999999999,https://habrahabr.ru/company/tayle/blog/87599/
0.9772540000000001,https://geektimes.ru/post/87608/
1.1125770000000001,https://habrahabr.ru/company/yandex/blog/87610/
0.861308,https://habrahabr.ru/post/87615/
0.994708,https://geektimes.ru/post/87618/
1.100903,https://habrahabr.ru/post/87620/
0.969126,https://habrahabr.ru/company/yandex/blog/87609/
1.0343040000000001,https://geektimes.ru/post/87621/
1.1181379999999999,https://geektimes.ru/post/87623/
0.906601,https://geektimes.ru/post/87624/
0.754993,https://geektimes.ru/post/5763/
1.2711379999999999,https://habrahabr.ru/post/87632/
1.396873,https://geektimes.ru/post/87626/
1.419102,https://geektimes.ru/post/87630/
1.0845559999999999,https://geektimes.ru/post/87631/
0.837155,https://geektimes.ru/post/87627/
0.9350629999999999,https://habrahabr.ru/post/284494/
1.155167,https://geektimes.ru/post/87633/
1.023575,https://geektimes.ru/post/87634/
1.066254,https://geektimes.ru/post/87641/
0.7783140000000001,https://geektimes.ru/post/87644/
0.9282540000000001,https://geektimes.ru/post/5768/
1.565776,https://habrahabr.ru/post/87651/
1.200723,https://geektimes.ru/post/87650/
1.135464,https://geektimes.ru/post/87657/
1.3026360000000001,https://geektimes.ru/post/87652/
1.1040290000000001,https://geektimes.ru/post/256368/
1.084553,https://habrahabr.ru/post/87648/
0.87144,https://geektimes.ru/post/87658/
1.030129,https://geektimes.ru/post/87663/
1.097192,https://habrahabr.ru/post/87660/
0.86054,https://geektimes.ru/post/87661/
1.018263,https://habrahabr.ru/post/5773/
0.756305,https://geektimes.ru/post/87665/
0.994085,https://geektimes.ru/post/87666/
0.842535,https://geektimes.ru/post/87667/
0.896718,https://geektimes.ru/post/87672/
1.2899040000000002,https://geektimes.ru/post/87673/
1.54823,https://geektimes.ru/post/87670/
0.843724,https://geektimes.ru/post/87675/
0.963723,https://habrahabr.ru/post/87676/
1.099633,https://habrahabr.ru/company/opera/blog/87669/
1.0626,https://habrahabr.ru/post/87679/
0.894368,https://geektimes.ru/post/5774/
1.477938,https://habrahabr.ru/post/87678/
1.193088,https://geektimes.ru/post/87683/
0.818917,https://habrahabr.ru/post/284496/
0.69717,https://geektimes.ru/post/87685/
1.198248,https://habrahabr.ru/post/87687/
0.980726,https://geektimes.ru/post/87681/
0.887236,https://habrahabr.ru/post/87680/
1.0741829999999999,https://geektimes.ru/post/87690/
1.259901,https://habrahabr.ru/post/87688/
1.022973,https://geektimes.ru/post/87691/
0.761934,https://geektimes.ru/post/582/
0.927527,https://geektimes.ru/post/5771/
0.94483,https://habrahabr.ru/company/ibm/blog/87684/
1.212912,https://geektimes.ru/post/87692/
1.103003,https://habrahabr.ru/post/288580/
1.102946,https://habrahabr.ru/company/turbomilk/blog/87693/
0.918734,https://habrahabr.ru/post/87697/
1.607011,https://habrahabr.ru/post/87705/
0.325587,https://habrahabr.ru/company/softkey/blog/87701/
0.987807,https://habrahabr.ru/post/87702/
0.9810700000000001,https://habrahabr.ru/company/finobox/blog/87704/
0.844461,https://geektimes.ru/post/87712/
0.79459,https://geektimes.ru/post/5779/
0.754119,https://geektimes.ru/post/87714/
0.9850700000000001,https://geektimes.ru/post/87713/
1.192536,https://geektimes.ru/post/87723/
0.942441,https://geektimes.ru/post/87717/
1.104667,https://geektimes.ru/post/87718/
0.896733,https://geektimes.ru/post/87720/
0.797396,https://habrahabr.ru/company/samsung/blog/87725/
0.825182,https://geektimes.ru/post/87727/
0.9089700000000001,https://habrahabr.ru/post/87728/
0.950218,https://habrahabr.ru/company/qiwi/blog/87724/
0.7326630000000001,https://geektimes.ru/post/5775/
0.988498,https://geektimes.ru/post/87735/
1.07666,https://geektimes.ru/post/87730/
1.302371,https://geektimes.ru/post/87732/
1.252904,https://geektimes.ru/post/87733/
1.2038309999999999,https://geektimes.ru/post/87739/
0.9576979999999999,https://geektimes.ru/post/87736/
1.126167,https://geektimes.ru/post/87737/
1.313285,https://habrahabr.ru/post/87738/
0.8321850000000001,https://geektimes.ru/post/87740/
0.880533,https://habrahabr.ru/post/87745/
0.841874,https://geektimes.ru/post/5776/
0.917746,https://habrahabr.ru/post/87744/
0.846675,https://habrahabr.ru/company/yandex/blog/87746/
1.1698680000000001,https://habrahabr.ru/company/yandex/blog/87747/
1.104415,https://habrahabr.ru/post/87748/
1.32703,https://geektimes.ru/post/87753/
1.0767799999999998,https://habrahabr.ru/post/87757/
0.869873,https://geektimes.ru/post/87756/
0.9091870000000001,https://geektimes.ru/post/87754/
1.088654,https://habrahabr.ru/post/87760/
1.255287,https://geektimes.ru/post/87761/
0.901602,https://geektimes.ru/post/5780/
0.890217,https://geektimes.ru/post/87765/
1.247808,https://geektimes.ru/post/87759/
1.327377,https://geektimes.ru/post/87751/
1.279405,https://geektimes.ru/post/87763/
0.919799,https://habrahabr.ru/post/87764/
1.10792,https://geektimes.ru/post/87766/
1.067323,https://habrahabr.ru/post/87762/
0.7497739999999999,https://habrahabr.ru/post/87768/
1.1872559999999999,https://geektimes.ru/post/87770/
0.985648,https://geektimes.ru/post/87773/
1.000553,https://geektimes.ru/post/5787/
1.3043959999999999,https://geektimes.ru/post/87777/
0.9304030000000001,https://habrahabr.ru/post/87781/
0.9922030000000001,https://geektimes.ru/post/87785/
0.8405370000000001,https://geektimes.ru/post/87791/
0.9303020000000001,https://habrahabr.ru/post/87790/
0.927898,https://geektimes.ru/post/87792/
1.28572,https://habrahabr.ru/post/87794/
1.118407,https://geektimes.ru/post/87797/
1.211155,https://habrahabr.ru/post/87793/
1.075287,https://geektimes.ru/post/87795/
1.000875,https://geektimes.ru/post/5789/
1.0938379999999999,https://geektimes.ru/post/87799/
1.4148,https://habrahabr.ru/post/87800/
1.390691,https://habrahabr.ru/post/87802/
1.264097,https://habrahabr.ru/company/oversun-mercury/blog/87801/
0.773924,https://geektimes.ru/post/87803/
1.26227,https://geektimes.ru/post/87808/
0.879976,https://habrahabr.ru/post/87809/
0.826907,https://geektimes.ru/post/87810/
1.101516,https://habrahabr.ru/post/87815/
0.812029,https://habrahabr.ru/post/87814/
0.831247,https://geektimes.ru/post/5790/
1.651807,https://habrahabr.ru/post/87812/
0.789713,https://habrahabr.ru/post/87819/
0.7433960000000001,https://geektimes.ru/post/87816/
1.114759,https://geektimes.ru/post/87823/
1.416662,https://habrahabr.ru/post/87818/
0.960303,https://geektimes.ru/post/87826/
1.5131649999999999,https://geektimes.ru/post/87825/
0.938276,https://geektimes.ru/post/87830/
1.2999459999999998,https://geektimes.ru/post/87828/
0.9046860000000001,https://geektimes.ru/post/87827/
0.785654,https://geektimes.ru/post/5792/
1.22686,https://habrahabr.ru/post/87837/
1.319356,https://geektimes.ru/post/87838/
0.960915,https://geektimes.ru/post/87833/
1.004874,https://habrahabr.ru/post/87839/
1.45505,https://habrahabr.ru/post/87840/
0.9837879999999999,https://habrahabr.ru/post/87841/
0.967291,https://geektimes.ru/post/87844/
1.1100379999999999,https://geektimes.ru/post/87851/
0.744328,https://geektimes.ru/post/87852/
0.898252,https://habrahabr.ru/company/evernote/blog/87850/
0.7473989999999999,https://geektimes.ru/post/5791/
1.0670959999999998,https://geektimes.ru/post/87857/
1.054762,https://habrahabr.ru/post/87860/
1.1132600000000001,https://habrahabr.ru/post/87862/
1.051183,https://habrahabr.ru/company/hpe/blog/87864/
0.9478049999999999,https://geektimes.ru/post/87866/
0.975584,https://geektimes.ru/post/87869/
0.8829,https://geektimes.ru/post/87870/
1.297751,https://habrahabr.ru/post/87872/
1.110487,https://geektimes.ru/post/87874/
0.9418290000000001,https://habrahabr.ru/post/87875/
0.624027,https://geektimes.ru/post/585/
0.914317,https://habrahabr.ru/post/5781/
0.79901,https://geektimes.ru/post/87877/
1.019298,https://habrahabr.ru/post/87878/
0.722974,https://habrahabr.ru/post/87880/
0.9099360000000001,https://geektimes.ru/post/87879/
0.8829309999999999,https://habrahabr.ru/company/google/blog/87889/
1.163,https://geektimes.ru/post/254328/
